Method,ID,THR,CLOSE,FAR,POS,NEG,AUC,AUPR
GaussDCA,P07737,0,8,16,629,629,0.744766088448872,0.771790099823899
ZMIp,P07737,0,8,16,629,629,0.56099089831438,0.544644651394347
PSICOV,P07737,0,8,16,629,629,0.686465760626426,0.701844000819283
PHACE,P07737,5,8,16,311,311,0.771590450884503,0.801061746962649
CAPS,P07737,5,8,16,311,311,0.567984201983023,0.626030914528469
CAPS_Bootstrap,P07737,5,8,16,311,311,0.567994540999369,0.626166832215512
CoMap,P07737,5,8,16,311,311,0.504843829158094,0.515700505706082
DCA,P07737,5,8,16,311,311,0.676047600831257,0.704566513188492
GaussDCA,P07737,5,8,16,311,311,0.647770391124988,0.673766991774594
ZMIp,P07737,5,8,16,311,311,0.567126063626306,0.563178205240922
PSICOV,P07737,5,8,16,311,311,0.590647325813422,0.581913482720097
PHACE,P07741,0,8,16,929,929,0.802012882354374,0.840488435923511
CAPS,P07741,0,8,16,929,929,0.53638007927781,0.575150008241455
CAPS_Bootstrap,P07741,0,8,16,929,929,0.535953680068502,0.564417793103576
CoMap,P07741,0,8,16,929,929,0.510226049515608,0.528595406248752
DCA,P07741,0,8,16,929,929,0.788533800827537,0.811776437783338
GaussDCA,P07741,0,8,16,929,929,0.769178984544186,0.800123440850991
ZMIp,P07741,0,8,16,929,929,0.589498065561196,0.602710981271374
PSICOV,P07741,0,8,16,929,929,0.633482070956073,0.63463355975751
PHACE,P07741,5,8,16,448,448,0.699129065688777,0.736692290973727
CAPS,P07741,5,8,16,448,448,0.511362503985969,0.528505752598463
CAPS_Bootstrap,P07741,5,8,16,448,448,0.511098433514031,0.518641066584929
CoMap,P07741,5,8,16,448,448,0.508928571428571,0.525567521947994
DCA,P07741,5,8,16,448,448,0.76651686065051,0.794962230163439
GaussDCA,P07741,5,8,16,448,448,0.745057397959184,0.78683277721826
ZMIp,P07741,5,8,16,448,448,0.497172452965561,0.524377004041606
PSICOV,P07741,5,8,16,448,448,0.554787149234694,0.549905073227056
PHACE,P07900,0,8,16,1903,1903,0.932788039130624,0.941783185521787
CAPS,P07900,0,8,16,1903,1903,0.723134973155476,0.793986741838758
CAPS_Bootstrap,P07900,0,8,16,1903,1903,0.723885785891624,0.796279426479441
CoMap,P07900,0,8,16,1903,1903,0.507619548081976,0.522418343919777
DCA,P07900,0,8,16,1903,1903,0.819337998000222,0.828415560994453
GaussDCA,P07900,0,8,16,1903,1903,0.799858287202579,0.813983009388092
ZMIp,P07900,0,8,16,1903,1903,0.538310364833135,0.539109318099198
PSICOV,P07900,0,8,16,1903,1903,0.715051931444363,0.71359814391793
PHACE,P07900,5,8,16,759,759,0.902319291905132,0.917893275082421
CAPS,P07900,5,8,16,759,759,0.669133333680507,0.745430366109098
CAPS_Bootstrap,P07900,5,8,16,759,759,0.669129861946497,0.745434068499751
CoMap,P07900,5,8,16,759,759,0.503293807641634,0.511065469889561
DCA,P07900,5,8,16,759,759,0.754794898634048,0.755400696486129
GaussDCA,P07900,5,8,16,759,759,0.727739675497022,0.734735124424917
ZMIp,P07900,5,8,16,759,759,0.543078143524956,0.540183488621344
PSICOV,P07900,5,8,16,759,759,0.603345710065078,0.591069026594243
PHACE,P07902,0,8,16,1589,1589,0.825073338928229,0.835980499011726
CAPS,P07902,0,8,16,1589,1589,0.612614216444792,0.669349120708981
CAPS_Bootstrap,P07902,0,8,16,1589,1589,0.61308274595522,0.669509468413058
CoMap,P07902,0,8,16,1589,1589,0.508807206245265,0.523321397409678
DCA,P07902,0,8,16,1589,1589,0.829055245688876,0.849416703756223
GaussDCA,P07902,0,8,16,1589,1589,0.819443855867175,0.843066357620863
ZMIp,P07902,0,8,16,1589,1589,0.610236122239072,0.596375354129133
PSICOV,P07902,0,8,16,1589,1589,0.678726383914585,0.679811406650322
PHACE,P07902,5,8,16,757,757,0.724095147186365,0.731403713100469
CAPS,P07902,5,8,16,757,757,0.5796869028652,0.624770507205986
CAPS_Bootstrap,P07902,5,8,16,757,757,0.579646766681383,0.623069655017488
CoMap,P07902,5,8,16,757,757,0.512546047545672,0.532770379757618
DCA,P07902,5,8,16,757,757,0.773108407832491,0.795893794187037
GaussDCA,P07902,5,8,16,757,757,0.758751869386386,0.78707376038952
ZMIp,P07902,5,8,16,757,757,0.562714532265129,0.544820885045145
PSICOV,P07902,5,8,16,757,757,0.570647536249082,0.549366439007094
PHACE,P07911,0,8,16,2419,2419,0.945924002159428,0.953339350432216
CAPS,P07911,0,8,16,2419,2419,0.561402846180703,0.605912287563874
CAPS_Bootstrap,P07911,0,8,16,2419,2419,0.561096859453401,0.598957903867943
CoMap,P07911,0,8,16,2419,2419,0.506199969546588,0.51845059143702
DCA,P07911,0,8,16,2419,2419,0.901503718409497,0.91467233378968
GaussDCA,P07911,0,8,16,2419,2419,0.900181678017201,0.911756610499352
ZMIp,P07911,0,8,16,2419,2419,0.758707804635378,0.827437712847133
PSICOV,P07911,0,8,16,2419,2419,0.664737494832575,0.741379950843604
PHACE,P07911,5,8,16,1191,1191,0.917762733515643,0.924720532456147
CAPS,P07911,5,8,16,1191,1191,0.55081809343939,0.589465021961024
CAPS_Bootstrap,P07911,5,8,16,1191,1191,0.550612239430771,0.583809039673059
CoMap,P07911,5,8,16,1191,1191,0.505033905988166,0.51426680206573
DCA,P07911,5,8,16,1191,1191,0.849797071656232,0.863989962570403
GaussDCA,P07911,5,8,16,1191,1191,0.849168934938151,0.860261728521969
ZMIp,P07911,5,8,16,1191,1191,0.774139378673384,0.840920088100452
PSICOV,P07911,5,8,16,1191,1191,0.653652392947103,0.729931184616906
PHACE,P07954,0,8,16,2479,2479,0.890902377876533,0.910416231394096
CAPS,P07954,0,8,16,2479,2479,0.584599705700535,0.648761785054829
CAPS_Bootstrap,P07954,0,8,16,2479,2479,0.584589535559775,0.648113643432634
CoMap,P07954,0,8,16,2479,2479,0.511899959661154,0.532383484203465
DCA,P07954,0,8,16,2479,2479,0.827011112790763,0.854373628418491
GaussDCA,P07954,0,8,16,2479,2479,0.812893655638378,0.844513243810868
ZMIp,P07954,0,8,16,2479,2479,0.620270213317482,0.615740006071172
PSICOV,P07954,0,8,16,2479,2479,0.715425792876378,0.723637735052294
PHACE,P07954,5,8,16,993,993,0.779902925716671,0.807865389732886
CAPS,P07954,5,8,16,993,993,0.540333188310114,0.583399042453848
CAPS_Bootstrap,P07954,5,8,16,993,993,0.540384402803512,0.582962323862245
CoMap,P07954,5,8,16,993,993,0.513096205158161,0.534665114413907
DCA,P07954,5,8,16,993,993,0.773615712809403,0.80566166848257
GaussDCA,P07954,5,8,16,993,993,0.755318447663351,0.794550466326213
ZMIp,P07954,5,8,16,993,993,0.560529953379599,0.549650212088407
PSICOV,P07954,5,8,16,993,993,0.582340228528197,0.572953087445973
PHACE,P08034,0,8,16,930,930,0.796819285466524,0.839530609865931
CAPS,P08034,0,8,16,930,930,0.551497282922881,0.594882218062338
CAPS_Bootstrap,P08034,0,8,16,930,930,0.551659151346977,0.601563337408416
CoMap,P08034,0,8,16,930,930,0.509152503179558,0.523834763445588
DCA,P08034,0,8,16,930,930,0.759583766909467,0.754355402445343
GaussDCA,P08034,0,8,16,930,930,0.745779858943231,0.738245780447664
ZMIp,P08034,0,8,16,930,930,0.594843334489536,0.59555031792393
PSICOV,P08034,0,8,16,930,930,0.69360041623309,0.702616119054718
PHACE,P08034,5,8,16,240,240,0.627013888888889,0.692112844009736
CAPS,P08034,5,8,16,240,240,0.520833333333333,0.550945053531408
CAPS_Bootstrap,P08034,5,8,16,240,240,0.520833333333333,0.550945053531408
CoMap,P08034,5,8,16,240,240,0.510416666666667,0.529033170637007
DCA,P08034,5,8,16,240,240,0.765798611111113,0.751566632086614
GaussDCA,P08034,5,8,16,240,240,0.729218750000001,0.730953104580694
ZMIp,P08034,5,8,16,240,240,0.576875,0.549690793450528
PSICOV,P08034,5,8,16,240,240,0.57,0.584159877607843
PHACE,P08100,0,8,16,1630,1630,0.931368135797358,0.946229864232543
CAPS,P08100,0,8,16,1630,1630,0.65464639241221,0.721755185699834
CAPS_Bootstrap,P08100,0,8,16,1630,1630,0.65400109149761,0.717158832335893
CoMap,P08100,0,8,16,1630,1630,0.511038992811171,0.529599297531054
DCA,P08100,0,8,16,1630,1630,0.854585042718961,0.872057050420505
GaussDCA,P08100,0,8,16,1630,1630,0.859171967330352,0.876776404308663
ZMIp,P08100,0,8,16,1630,1630,0.613241371523206,0.617821895189215
PSICOV,P08100,0,8,16,1630,1630,0.756215514321203,0.780748546645032
PHACE,P08100,5,8,16,544,544,0.830612024221454,0.863671348222316
CAPS,P08100,5,8,16,544,544,0.584704125216263,0.643978805204498
CAPS_Bootstrap,P08100,5,8,16,544,544,0.584165157331315,0.637339347576045
CoMap,P08100,5,8,16,544,544,0.505514705882353,0.517111366727794
DCA,P08100,5,8,16,544,544,0.753493998702421,0.780333226554084
GaussDCA,P08100,5,8,16,544,544,0.756204044117646,0.789372453016086
ZMIp,P08100,5,8,16,544,544,0.530472804930796,0.545531043857833
PSICOV,P08100,5,8,16,544,544,0.602883731617646,0.616173092963634
PHACE,P08183,0,8,16,5832,5832,0.931089187228682,0.943839824241885
CAPS,P08183,0,8,16,5832,5832,0.556867598543394,0.608190621808867
CAPS_Bootstrap,P08183,0,8,16,5832,5832,0.556370880069471,0.597451325253008
CoMap,P08183,0,8,16,5832,5832,0.505744170096022,0.51770690686622
DCA,P08183,0,8,16,5832,5832,0.820744682852849,0.83467806906145
GaussDCA,P08183,0,8,16,5832,5832,0.808252027271138,0.824190861727364
ZMIp,P08183,0,8,16,5832,5832,0.644674073650696,0.645828036059413
PSICOV,P08183,0,8,16,5832,5832,0.692175907109162,0.698108806316141
PHACE,P08183,5,8,16,2106,2106,0.842991669439914,0.865164545819885
CAPS,P08183,5,8,16,2106,2106,0.537781416817504,0.578742942990818
CAPS_Bootstrap,P08183,5,8,16,2106,2106,0.537334766402509,0.566229890274859
CoMap,P08183,5,8,16,2106,2106,0.507359924026591,0.521781143689542
DCA,P08183,5,8,16,2106,2106,0.769093685206379,0.785278175408139
GaussDCA,P08183,5,8,16,2106,2106,0.750841443386548,0.769072665402535
ZMIp,P08183,5,8,16,2106,2106,0.564264674980092,0.569997406178272
PSICOV,P08183,5,8,16,2106,2106,0.588894142273376,0.584141075059066
PHACE,P08236,0,8,16,3151,3151,0.953928273917474,0.961305651196339
CAPS,P08236,0,8,16,3151,3151,0.749912703457346,0.806818215055935
CAPS_Bootstrap,P08236,0,8,16,3151,3151,0.749911142342363,0.803014313639347
CoMap,P08236,0,8,16,3151,3151,0.510155506188512,0.528432958756603
DCA,P08236,0,8,16,3151,3151,0.865482750636263,0.881605696805708
GaussDCA,P08236,0,8,16,3151,3151,0.857985370036119,0.873948410858721
ZMIp,P08236,0,8,16,3151,3151,0.57124923744569,0.574130339658604
PSICOV,P08236,0,8,16,3151,3151,0.7140352092866,0.738863119730018
PHACE,P08236,5,8,16,1656,1656,0.93518263261687,0.943377973400644
CAPS,P08236,5,8,16,1656,1656,0.746913397920605,0.805768277985187
CAPS_Bootstrap,P08236,5,8,16,1656,1656,0.74661492975332,0.803628810055261
CoMap,P08236,5,8,16,1656,1656,0.505434782608696,0.516902838363117
DCA,P08236,5,8,16,1656,1656,0.785327910219607,0.80569255738829
GaussDCA,P08236,5,8,16,1656,1656,0.778124927069478,0.796601662037611
ZMIp,P08236,5,8,16,1656,1656,0.489855364185861,0.491517451885968
PSICOV,P08236,5,8,16,1656,1656,0.601638712397022,0.613960354907313
PHACE,P08237,0,8,16,4256,4256,0.94326916621912,0.948857261209138
CAPS,P08237,0,8,16,4256,4256,0.576741945912714,0.63559749811087
CAPS_Bootstrap,P08237,0,8,16,4256,4256,0.576206628015645,0.626080868999167
CoMap,P08237,0,8,16,4256,4256,0.508812691238199,0.525266195658343
DCA,P08237,0,8,16,4256,4256,0.78408627669385,0.801072393229651
GaussDCA,P08237,0,8,16,4256,4256,0.773349885963736,0.795517454749291
ZMIp,P08237,0,8,16,4256,4256,0.543249368869778,0.548283393459403
PSICOV,P08237,0,8,16,4256,4256,0.658319060397704,0.673459610409316
PHACE,P08237,5,8,16,2064,2064,0.909354390135812,0.916385730298452
CAPS,P08237,5,8,16,2064,2064,0.54149894744156,0.583423443271904
CAPS_Bootstrap,P08237,5,8,16,2064,2064,0.54086867995463,0.567117655564706
CoMap,P08237,5,8,16,2064,2064,0.50702801063638,0.520919944787978
DCA,P08237,5,8,16,2064,2064,0.727494873354967,0.735138298531663
GaussDCA,P08237,5,8,16,2064,2064,0.712139116113814,0.726918994345606
ZMIp,P08237,5,8,16,2064,2064,0.506070520476533,0.506209376645164
PSICOV,P08237,5,8,16,2064,2064,0.555012140571479,0.566096474920037
PHACE,P08246,0,8,16,1148,1148,0.840956549187192,0.854681656318596
CAPS,P08246,0,8,16,1148,1148,0.511434823780791,0.53079592594662
CAPS_Bootstrap,P08246,0,8,16,1148,1148,0.511351357913778,0.52581264357677
CoMap,P08246,0,8,16,1148,1148,0.508275261324042,0.524008582315244
DCA,P08246,0,8,16,1148,1148,0.756941325013053,0.783767337453734
GaussDCA,P08246,0,8,16,1148,1148,0.753363674440627,0.785560050208877
ZMIp,P08246,0,8,16,1148,1148,0.577271182119487,0.5926847736573
PSICOV,P08246,0,8,16,1148,1148,0.622985437482548,0.637400951141651
PHACE,P08246,5,8,16,659,659,0.806583755678928,0.819363171876891
CAPS,P08246,5,8,16,659,659,0.500830107695248,0.506877806827099
CAPS_Bootstrap,P08246,5,8,16,659,659,0.50078405456375,0.503028459985022
CoMap,P08246,5,8,16,659,659,0.51062215477997,0.529503171500732
DCA,P08246,5,8,16,659,659,0.725799655062046,0.751558471271365
GaussDCA,P08246,5,8,16,659,659,0.723840094316815,0.757478396036829
ZMIp,P08246,5,8,16,659,659,0.513364618760664,0.51447223190558
PSICOV,P08246,5,8,16,659,659,0.529697361846362,0.52733136526699
PHACE,P08397,0,8,16,1742,1742,0.901254677772487,0.920370456973482
CAPS,P08397,0,8,16,1742,1742,0.548359665507137,0.594611438212126
CAPS_Bootstrap,P08397,0,8,16,1742,1742,0.547592174691323,0.581420436207227
CoMap,P08397,0,8,16,1742,1742,0.510332126789878,0.528400526721773
DCA,P08397,0,8,16,1742,1742,0.793654706244453,0.819646951660837
GaussDCA,P08397,0,8,16,1742,1742,0.791246287769843,0.818948408188583
ZMIp,P08397,0,8,16,1742,1742,0.616951232532911,0.605852831337464
PSICOV,P08397,0,8,16,1742,1742,0.711885463611906,0.730115630349515
PHACE,P08397,5,8,16,812,812,0.786789596932708,0.797066788130425
CAPS,P08397,5,8,16,812,812,0.523600730422966,0.549706790023946
CAPS_Bootstrap,P08397,5,8,16,812,812,0.523398256448834,0.545631093131414
CoMap,P08397,5,8,16,812,812,0.506759749083938,0.516985562515243
DCA,P08397,5,8,16,812,812,0.741035028755853,0.772331357347797
GaussDCA,P08397,5,8,16,812,812,0.736944599480696,0.767937277151566
ZMIp,P08397,5,8,16,812,812,0.528418397680119,0.511065027457903
PSICOV,P08397,5,8,16,812,812,0.603270826761144,0.586818632821719
PHACE,P08684,0,8,16,2384,2384,0.900674343216521,0.928893507377467
CAPS,P08684,0,8,16,2384,2384,0.518047029835368,0.543358679194908
CAPS_Bootstrap,P08684,0,8,16,2384,2384,0.518019053899599,0.541121440709107
CoMap,P08684,0,8,16,2384,2384,0.506501677852349,0.519641645405663
DCA,P08684,0,8,16,2384,2384,0.813684666512768,0.834973172459827
GaussDCA,P08684,0,8,16,2384,2384,0.800473866605109,0.822653414297329
ZMIp,P08684,0,8,16,2384,2384,0.658852993671457,0.676317613384847
PSICOV,P08684,0,8,16,2384,2384,0.632898539198685,0.652549471956227
PHACE,P08684,5,8,16,986,986,0.765546247875943,0.811981439039556
CAPS,P08684,5,8,16,986,986,0.51520372435188,0.53613612611274
CAPS_Bootstrap,P08684,5,8,16,986,986,0.515191381161823,0.534375312281694
CoMap,P08684,5,8,16,986,986,0.50709939148073,0.5211371723364
DCA,P08684,5,8,16,986,986,0.772665182740929,0.797039641741654
GaussDCA,P08684,5,8,16,986,986,0.760877436237136,0.786487436336146
ZMIp,P08684,5,8,16,986,986,0.526198420894552,0.530622033305572
PSICOV,P08684,5,8,16,986,986,0.528896950820616,0.539174164906035
PHACE,P08709,0,8,16,1329,1329,0.801843576273003,0.832973037123141
CAPS,P08709,0,8,16,1329,1329,0.553965172363228,0.605777149483685
CAPS_Bootstrap,P08709,0,8,16,1329,1329,0.553862128667605,0.603474876670043
CoMap,P08709,0,8,16,1329,1329,0.507900677200903,0.523103410715106
DCA,P08709,0,8,16,1329,1329,0.756183895629192,0.785913550359722
GaussDCA,P08709,0,8,16,1329,1329,0.747379321394983,0.777113027037692
ZMIp,P08709,0,8,16,1329,1329,0.61139816140606,0.631891149915057
PSICOV,P08709,0,8,16,1329,1329,0.50902934537246,0.525805852012832
PHACE,P08709,5,8,16,754,754,0.717965721281372,0.759147886225982
CAPS,P08709,5,8,16,754,754,0.543768337214784,0.5896137202439
CAPS_Bootstrap,P08709,5,8,16,754,754,0.543673353080652,0.585198313033596
CoMap,P08709,5,8,16,754,754,0.507957559681698,0.523241418886521
DCA,P08709,5,8,16,754,754,0.710247380900449,0.744391240288074
GaussDCA,P08709,5,8,16,754,754,0.700319779918244,0.735574367724745
ZMIp,P08709,5,8,16,754,754,0.560930563080019,0.553832020002181
PSICOV,P08709,5,8,16,754,754,SameVal,0
PHACE,P08842,0,8,16,2965,2965,0.84785146552386,0.89614381839194
CAPS,P08842,0,8,16,2965,2965,0.612200347505609,0.670712405242234
CAPS_Bootstrap,P08842,0,8,16,2965,2965,0.611100557658347,0.660398274100884
CoMap,P08842,0,8,16,2965,2965,0.510118271344437,0.527507818467223
DCA,P08842,0,8,16,2965,2965,0.837415946014351,0.861070155671819
GaussDCA,P08842,0,8,16,2965,2965,0.829345967143374,0.853100683670749
ZMIp,P08842,0,8,16,2965,2965,0.695272217466849,0.705441820868759
PSICOV,P08842,0,8,16,2965,2965,0.683548936581648,0.738535809169563
PHACE,P08842,5,8,16,1480,1480,0.710067111029948,0.782189626969328
CAPS,P08842,5,8,16,1480,1480,0.58640453798393,0.630466148011705
CAPS_Bootstrap,P08842,5,8,16,1480,1480,0.585226442658875,0.619019019306437
CoMap,P08842,5,8,16,1480,1480,0.504395087655223,0.514156440035867
DCA,P08842,5,8,16,1480,1480,0.740788440467497,0.762578161771821
GaussDCA,P08842,5,8,16,1480,1480,0.73096146822498,0.751805287297
ZMIp,P08842,5,8,16,1480,1480,0.670124634769905,0.646412530637107
PSICOV,P08842,5,8,16,1480,1480,0.632433802045289,0.673152073175407
PHACE,P08865,0,8,16,1026,1026,0.838677807796511,0.863427713836369
CAPS,P08865,0,8,16,1026,1026,0.642311119470758,0.68783235005403
CAPS_Bootstrap,P08865,0,8,16,1026,1026,0.640015541344155,0.679791222561588
CoMap,P08865,0,8,16,1026,1026,0.506845886103606,0.520683866949819
DCA,P08865,0,8,16,1026,1026,0.756621220584493,0.768630029673448
GaussDCA,P08865,0,8,16,1026,1026,0.720224456527936,0.734144538419104
ZMIp,P08865,0,8,16,1026,1026,0.609307137238808,0.591020117812084
PSICOV,P08865,0,8,16,1026,1026,0.67979796252598,0.686970525479135
PHACE,P08865,5,8,16,479,479,0.706181545582524,0.683048110488191
CAPS,P08865,5,8,16,479,479,0.513957836655175,0.514916132288581
CAPS_Bootstrap,P08865,5,8,16,479,479,0.513397779821392,0.512079006709948
CoMap,P08865,5,8,16,479,479,0.50000871683788,0.500188846545126
DCA,P08865,5,8,16,479,479,0.660391996199458,0.672671998803597
GaussDCA,P08865,5,8,16,479,479,0.639153420705105,0.653984684405673
ZMIp,P08865,5,8,16,479,479,0.594218121434268,0.572377218299376
PSICOV,P08865,5,8,16,479,479,0.609917146455952,0.628660585350081
PHACE,P09172,0,8,16,2680,2680,0.882411171753169,0.888544596394808
CAPS,P09172,0,8,16,2680,2680,0.716203149365115,0.76518330321539
CAPS_Bootstrap,P09172,0,8,16,2680,2680,0.718174426375585,0.767480346284579
CoMap,P09172,0,8,16,2680,2680,0.509142626420138,0.525908897581854
DCA,P09172,0,8,16,2680,2680,0.832798368233458,0.851991800577879
GaussDCA,P09172,0,8,16,2680,2680,0.833236383381601,0.851231015798362
ZMIp,P09172,0,8,16,2680,2680,0.621914123412789,0.62297766088881
PSICOV,P09172,0,8,16,2680,2680,0.671554633548677,0.688688332645587
PHACE,P09172,5,8,16,1481,1481,0.867209729725294,0.866206469391618
CAPS,P09172,5,8,16,1481,1481,0.703676914105795,0.76997907549416
CAPS_Bootstrap,P09172,5,8,16,1481,1481,0.702832547856919,0.764419572245859
CoMap,P09172,5,8,16,1481,1481,0.506077658898832,0.518245479559656
DCA,P09172,5,8,16,1481,1481,0.778995796861529,0.807404624122798
GaussDCA,P09172,5,8,16,1481,1481,0.781833906958318,0.806893385542077
ZMIp,P09172,5,8,16,1481,1481,0.591098774893873,0.562744346178072
PSICOV,P09172,5,8,16,1481,1481,0.659653381271939,0.638116282570528
PHACE,P09237,0,8,16,759,759,0.715869816918108,0.738015150519101
CAPS,P09237,0,8,16,759,759,0.516515906617299,0.540305748525328
CAPS_Bootstrap,P09237,0,8,16,759,759,0.516410018730005,0.533801846906971
CoMap,P09237,0,8,16,759,759,0.506597162551794,0.519937596395356
DCA,P09237,0,8,16,759,759,0.69075355722546,0.715887754418838
GaussDCA,P09237,0,8,16,759,759,0.697802913132007,0.720151329434516
ZMIp,P09237,0,8,16,759,759,0.561828978910952,0.569778545932986
PSICOV,P09237,0,8,16,759,759,0.598213619265346,0.598567105393471
PHACE,P09237,5,8,16,362,362,0.647759531149843,0.693886815027188
CAPS,P09237,5,8,16,362,362,0.512453832300601,0.531842493210719
CAPS_Bootstrap,P09237,5,8,16,362,362,0.512346997954885,0.523835115971186
CoMap,P09237,5,8,16,362,362,0.50414364640884,0.513446640212496
DCA,P09237,5,8,16,362,362,0.683892433075914,0.708474628575033
GaussDCA,P09237,5,8,16,362,362,0.679741155642381,0.703035441894138
ZMIp,P09237,5,8,16,362,362,0.544755959830286,0.551178665329734
PSICOV,P09237,5,8,16,362,362,0.545839565336833,0.52254512774355
PHACE,P09467,0,8,16,1683,1683,0.866641670982663,0.894012404700196
CAPS,P09467,0,8,16,1683,1683,0.587099543899376,0.651613101216555
CAPS_Bootstrap,P09467,0,8,16,1683,1683,0.586716312049226,0.646345547454958
CoMap,P09467,0,8,16,1683,1683,0.509209391457478,0.525331272111251
DCA,P09467,0,8,16,1683,1683,0.771299023579618,0.782511177539767
GaussDCA,P09467,0,8,16,1683,1683,0.750150132974925,0.769013334730576
ZMIp,P09467,0,8,16,1683,1683,0.594950765916478,0.581716599249237
PSICOV,P09467,0,8,16,1683,1683,0.649945860336969,0.64205155103336
PHACE,P09467,5,8,16,819,819,0.765791392165019,0.80549183507867
CAPS,P09467,5,8,16,819,819,0.530744930012329,0.568627082485329
CAPS_Bootstrap,P09467,5,8,16,819,819,0.530510122085214,0.559737355710681
CoMap,P09467,5,8,16,819,819,0.509161981689454,0.525745951285225
DCA,P09467,5,8,16,819,819,0.713735592856472,0.72375354058294
GaussDCA,P09467,5,8,16,819,819,0.687708438624188,0.710022872118724
ZMIp,P09467,5,8,16,819,819,0.579722136498694,0.541502723152676
PSICOV,P09467,5,8,16,819,819,0.559162652569246,0.539042668472747
PHACE,P09525,0,8,16,1629,1629,0.820888356789784,0.854906857225739
CAPS,P09525,0,8,16,1629,1629,0.528075953001932,0.563990196875096
CAPS_Bootstrap,P09525,0,8,16,1629,1629,0.52793124616329,0.559566579966872
CoMap,P09525,0,8,16,1629,1629,0.512584407612032,0.533898183599134
DCA,P09525,0,8,16,1629,1629,0.781790000983557,0.801066540583715
GaussDCA,P09525,0,8,16,1629,1629,0.759573356004072,0.782439581013116
ZMIp,P09525,0,8,16,1629,1629,0.665115967080702,0.673876672693111
PSICOV,P09525,0,8,16,1629,1629,0.641313011066682,0.655376982599091
PHACE,P09525,5,8,16,582,582,0.696691111347292,0.733819919984663
CAPS,P09525,5,8,16,582,582,0.513894793401117,0.537449741849781
CAPS_Bootstrap,P09525,5,8,16,582,582,0.513758989619868,0.531144846271902
CoMap,P09525,5,8,16,582,582,0.517182130584192,0.543643692377415
DCA,P09525,5,8,16,582,582,0.787782973748539,0.804515485670679
GaussDCA,P09525,5,8,16,582,582,0.768262656321962,0.790355259510551
ZMIp,P09525,5,8,16,582,582,0.726621083832266,0.732108715136808
PSICOV,P09525,5,8,16,582,582,0.593911266990234,0.596476418190635
PHACE,P09668,0,8,16,1624,1624,0.839987548229755,0.865794245695827
CAPS,P09668,0,8,16,1624,1624,0.519741591642602,0.544474058310451
CAPS_Bootstrap,P09668,0,8,16,1624,1624,0.519076347096508,0.531187535773722
CoMap,P09668,0,8,16,1624,1624,0.508921367298406,0.522282089877773
DCA,P09668,0,8,16,1624,1624,0.761142514377929,0.785659385370491
GaussDCA,P09668,0,8,16,1624,1624,0.753472011575138,0.781355686562655
ZMIp,P09668,0,8,16,1624,1624,0.528976149020845,0.564524069341997
PSICOV,P09668,0,8,16,1624,1624,0.573485161008517,0.608446724507281
PHACE,P09668,5,8,16,804,804,0.74934794312022,0.760468165077662
CAPS,P09668,5,8,16,804,804,0.506033266503304,0.519167033194367
CAPS_Bootstrap,P09668,5,8,16,804,804,0.505509609910646,0.507721153879571
CoMap,P09668,5,8,16,804,804,0.511169277988169,0.524143123739865
DCA,P09668,5,8,16,804,804,0.710463540506422,0.748904217335484
GaussDCA,P09668,5,8,16,804,804,0.703037981733125,0.747323166050393
ZMIp,P09668,5,8,16,804,804,0.425430373010569,0.477615999776877
PSICOV,P09668,5,8,16,804,804,0.444169079973268,0.485203693032284
PHACE,P09874,0,8,16,2228,2228,0.930293087165464,0.929465013354894
CAPS,P09874,0,8,16,2228,2228,0.569419240674426,0.62406063997169
CAPS_Bootstrap,P09874,0,8,16,2228,2228,0.568733198978885,0.612614446941637
CoMap,P09874,0,8,16,2228,2228,0.50987885940003,0.527798181881815
DCA,P09874,0,8,16,2228,2228,0.818209728314998,0.840191948137033
GaussDCA,P09874,0,8,16,2228,2228,0.804436819296759,0.827745981780214
ZMIp,P09874,0,8,16,2228,2228,0.569344703770198,0.629271037211802
PSICOV,P09874,0,8,16,2228,2228,SameVal,0
PHACE,P09874,5,8,16,1042,1042,0.903927557001335,0.907208429185008
CAPS,P09874,5,8,16,1042,1042,0.560988391584175,0.612776264783626
CAPS_Bootstrap,P09874,5,8,16,1042,1042,0.560112050132441,0.598848533403878
CoMap,P09874,5,8,16,1042,1042,0.509117082533589,0.526012899558675
DCA,P09874,5,8,16,1042,1042,0.783585567397702,0.807097310207305
GaussDCA,P09874,5,8,16,1042,1042,0.769978558876516,0.793377094465801
ZMIp,P09874,5,8,16,1042,1042,0.570537428023033,0.630925604285237
PSICOV,P09874,5,8,16,1042,1042,SameVal,0
PHACE,P09884,0,8,16,4341,4341,0.973253635943988,0.976004763658788
CAPS,P09884,0,8,16,4341,4341,0.708589943017725,0.776902515730563
CAPS_Bootstrap,P09884,0,8,16,4341,4341,0.708493202791871,0.774397142776981
CoMap,P09884,0,8,16,4341,4341,0.506565307532827,0.519802100414569
DCA,P09884,0,8,16,4341,4341,0.88904962731133,0.903877228747716
GaussDCA,P09884,0,8,16,4341,4341,0.880868471447649,0.897270611141398
ZMIp,P09884,0,8,16,4341,4341,0.683343874993163,0.702962211552741
PSICOV,P09884,0,8,16,4341,4341,0.708890989260879,0.731027668463018
PHACE,P09884,5,8,16,2002,2002,0.932022023930126,0.931390201432384
CAPS,P09884,5,8,16,2002,2002,0.70015112260367,0.759918459268969
CAPS_Bootstrap,P09884,5,8,16,2002,2002,0.699831761644949,0.75368006208081
